07/03-12:06:51.613437, 63092, TCP, raw, 1500, S2C, 23.208.104.19:80, 192.168.10.16:36602, 301:1:1, allow
07/03-17:11:19.001724, 9566590, TCP, raw, 200, C2S, 192.168.10.51:42423, 162.213.33.44:443, 301:1:1, allow
07/03-17:12:15.424399, 9575103, TCP, raw, 166, C2S, 192.168.10.14:56797, 54.192.37.135:443, 301:1:1, allow
07/03-17:18:14.745824, 9669324, TCP, raw, 1500, S2C, 54.192.37.121:80, 192.168.10.19:34402, 301:1:1, allow
07/03-17:18:14.926653, 9669782, TCP, raw, 1500, S2C, 72.21.91.125:80, 192.168.10.19:43723, 301:1:1, allow
07/03-17:18:14.929313, 9669809, TCP, raw, 1500, S2C, 72.21.91.125:80, 192.168.10.19:43725, 301:1:1, allow
07/03-17:18:14.941571, 9669880, TCP, raw, 1500, S2C, 54.192.38.6:80, 192.168.10.19:47802, 301:1:1, allow
07/03-17:18:25.096838, 9673900, TCP, raw, 1500, S2C, 165.254.34.26:80, 192.168.10.12:47338, 301:1:1, allow
07/03-17:18:25.098341, 9673914, TCP, raw, 1500, S2C, 165.254.34.26:80, 192.168.10.12:47340, 301:1:1, allow
07/03-17:18:25.099592, 9673930, TCP, raw, 1500, S2C, 165.254.34.26:80, 192.168.10.12:47342, 301:1:1, allow
07/03-17:18:25.104356, 9673993, TCP, raw, 1500, S2C, 165.254.34.26:80, 192.168.10.12:47348, 301:1:1, allow
07/03-17:18:25.114420, 9673999, TCP, raw, 1500, S2C, 165.254.34.26:80, 192.168.10.12:47344, 301:1:1, allow
07/03-17:26:15.925682, 9759192, TCP, raw, 60, S2C, 178.255.83.1:80, 192.168.10.12:49246, 301:1:1, allow
07/03-17:26:15.925687, 9759193, TCP, raw, 60, S2C, 178.255.83.1:80, 192.168.10.12:49248, 301:1:1, allow
07/03-17:26:59.308390, 9760915, TCP, raw, 1500, S2C, 87.98.168.164:80, 192.168.10.16:58336, 301:1:1, allow
07/03-17:31:05.121239, 9810799, TCP, raw, 40, S2C, 80.82.201.80:80, 192.168.10.15:53005, 301:1:1, allow
07/03-17:35:41.438725, 9864171, TCP, raw, 283, C2S, 192.168.10.12:38432, 54.175.83.148:443, 301:1:1, allow
07/03-17:35:55.962219, 9868455, TCP, raw, 40, C2S, 192.168.10.14:57417, 107.182.231.101:80, 301:1:1, allow
07/03-17:36:44.689719, 9872119, TCP, raw, 60, S2C, 54.175.83.148:443, 192.168.10.12:38434, 301:1:1, allow
07/03-17:42:12.730391, 9906621, TCP, raw, 52, C2S, 192.168.10.9:5863, 173.194.204.108:465, 306:1:0, allow
07/03-17:50:14.674504, 9974338, TCP, raw, 52, C2S, 192.168.10.12:38804, 54.175.83.148:443, 301:1:1, allow
07/03-17:50:48.466002, 9974774, TCP, raw, 60, S2C, 54.175.83.148:443, 192.168.10.12:38806, 301:1:1, allow
07/03-17:51:06.243242, 9988490, TCP, raw, 202, C2S, 192.168.10.17:55447, 192.99.16.44:443, 301:1:1, allow
07/03-17:54:47.805177, 10034825, TCP, raw, 60, S2C, 178.255.83.1:80, 192.168.10.17:48387, 301:1:1, allow
07/03-17:57:24.307207, 10049386, TCP, raw, 40, S2C, 99.192.248.32:80, 192.168.10.5:49334, 301:1:1, allow
07/03-17:57:24.307700, 10049396, TCP, raw, 40, C2S, 192.168.10.5:49335, 99.192.248.32:80, 301:1:1, allow
07/03-17:57:24.309194, 10049414, TCP, raw, 40, C2S, 192.168.10.5:49336, 99.192.248.32:80, 301:1:1, allow
07/03-18:01:26.697979, 10108914, TCP, raw, 1500, S2C, 192.33.31.104:80, 192.168.10.19:34934, 301:1:1, allow
07/03-18:01:30.640862, 10112154, TCP, raw, 1500, S2C, 192.33.31.104:80, 192.168.10.19:34995, 301:2:1, allow
07/03-18:01:30.795078, 10112542, TCP, raw, 1500, S2C, 69.164.0.128:80, 192.168.10.19:58508, 301:2:1, allow
07/03-18:02:02.974506, 10123330, TCP, raw, 52, C2S, 192.168.10.19:53691, 54.165.125.146:80, 301:2:1, allow
07/03-18:02:03.230645, 10123486, TCP, raw, 52, C2S, 192.168.10.19:53714, 54.165.125.146:80, 301:2:1, allow
07/03-18:04:27.034673, 10136364, TCP, raw, 1500, S2C, 54.225.198.196:80, 192.168.10.17:41519, 301:1:1, allow
07/03-18:04:27.216314, 10136614, TCP, raw, 1500, S2C, 52.84.143.247:80, 192.168.10.17:58793, 301:1:1, allow
07/03-18:04:27.237715, 10136731, TCP, raw, 1500, S2C, 52.84.143.247:80, 192.168.10.17:58795, 301:1:1, allow
07/03-18:07:29.304006, 10180450, TCP, raw, 190, C2S, 192.168.10.5:49522, 209.15.36.31:443, 301:1:1, allow
07/03-18:14:38.628855, 10260352, TCP, raw, 1500, S2C, 128.32.203.137:80, 192.168.10.12:35868, 301:1:1, allow
07/03-18:14:38.840963, 10260454, TCP, raw, 1500, S2C, 128.32.203.137:80, 192.168.10.12:35876, 301:1:1, allow
07/03-18:14:39.651438, 10262246, TCP, raw, 1500, S2C, 54.192.39.67:80, 192.168.10.12:33338, 301:1:1, allow
07/03-18:15:24.450325, 10274821, TCP, raw, 1500, S2C, 54.192.37.98:80, 192.168.10.17:53874, 301:1:1, allow
07/03-18:15:24.450827, 10274828, TCP, raw, 1500, S2C, 54.192.37.98:80, 192.168.10.17:53875, 301:1:1, allow
07/03-18:15:24.479926, 10274842, TCP, raw, 1500, S2C, 54.192.37.98:80, 192.168.10.17:53872, 301:1:1, allow
07/03-18:15:31.460099, 10279633, TCP, raw, 1500, S2C, 151.101.0.249:80, 192.168.10.17:58544, 301:2:1, allow
07/03-18:18:28.131192, 10316068, TCP, raw, 166, C2S, 192.168.10.8:56418, 52.70.249.167:443, 301:2:1, allow
07/03-18:18:28.136125, 10316074, TCP, raw, 166, C2S, 192.168.10.8:56420, 52.70.249.167:443, 301:2:1, allow
07/03-18:19:35.131194, 10327767, TCP, raw, 1500, S2C, 151.101.129.34:80, 192.168.10.16:41442, 301:1:1, allow
07/03-18:19:35.315787, 10328052, TCP, raw, 1500, S2C, 151.101.1.34:80, 192.168.10.16:33906, 301:1:1, allow
07/03-18:19:35.316785, 10328065, TCP, raw, 1500, S2C, 151.101.1.34:80, 192.168.10.16:33904, 301:1:1, allow
07/03-18:19:35.317557, 10328075, TCP, raw, 1500, S2C, 151.101.1.34:80, 192.168.10.16:33902, 301:1:1, allow
07/03-18:19:35.318779, 10328092, TCP, raw, 1500, S2C, 151.101.1.34:80, 192.168.10.16:33908, 301:1:1, allow
07/03-18:19:35.371996, 10328437, TCP, raw, 1500, S2C, 151.101.193.34:80, 192.168.10.16:53856, 301:1:1, allow
07/03-18:19:36.134150, 10329238, TCP, raw, 1500, S2C, 151.101.0.175:80, 192.168.10.16:56120, 301:1:1, allow
07/03-18:19:36.387719, 10329361, TCP, raw, 1500, S2C, 151.101.193.34:80, 192.168.10.16:53906, 301:1:1, allow
07/03-18:19:36.683939, 10329587, TCP, raw, 1500, S2C, 52.84.145.181:80, 192.168.10.16:58450, 301:1:1, allow
07/03-18:19:43.645995, 10344491, TCP, raw, 1500, S2C, 23.99.206.151:80, 192.168.10.16:46614, 301:1:1, allow
07/03-18:22:35.117621, 10383451, TCP, raw, 1500, S2C, 151.101.1.132:80, 192.168.10.16:57680, 301:1:1, allow
07/03-18:22:35.316862, 10383665, TCP, raw, 1500, S2C, 151.101.0.188:80, 192.168.10.16:48668, 301:1:1, allow
07/03-18:22:35.352304, 10383726, TCP, raw, 1500, S2C, 151.101.0.188:80, 192.168.10.16:48672, 301:1:1, allow
07/03-18:22:38.502081, 10388148, TCP, raw, 1500, S2C, 50.19.60.226:80, 192.168.10.16:33898, 301:1:1, allow
07/03-18:24:29.882914, 10408697, TCP, raw, 40, C2S, 192.168.10.8:56462, 205.128.94.60:80, 301:1:1, allow
07/03-18:24:30.278256, 10408791, TCP, raw, 40, C2S, 192.168.10.8:56464, 205.128.94.60:80, 301:1:1, allow
07/03-18:31:48.090321, 10502088, TCP, raw, 569, C2S, 192.168.10.17:42842, 83.222.104.102:443, 301:1:1, allow
07/03-18:37:29.066622, 10629985, TCP, raw, 1500, S2C, 23.217.51.134:80, 192.168.10.17:35807, 301:1:1, allow
07/03-18:37:29.280457, 10630348, TCP, raw, 1500, S2C, 151.101.44.175:80, 192.168.10.17:46425, 301:1:1, allow
07/03-18:41:06.256781, 10649421, TCP, raw, 40, C2S, 192.168.10.5:50197, 23.15.4.11:80, 301:1:1, allow
07/03-18:42:36.218566, 10657895, TCP, raw, 40, C2S, 192.168.10.15:53744, 104.88.109.75:80, 301:1:1, allow
07/03-18:43:28.205873, 10665872, TCP, raw, 1500, S2C, 8.27.240.125:80, 192.168.10.17:58002, 301:1:1, allow
07/03-18:49:53.492017, 10721263, TCP, raw, 1500, S2C, 23.194.109.177:80, 192.168.10.51:52479, 301:1:1, allow
07/03-18:49:53.541325, 10721502, TCP, raw, 1500, S2C, 23.206.175.208:80, 192.168.10.51:48917, 301:1:1, allow
07/03-18:49:53.882390, 10721832, TCP, raw, 1500, S2C, 52.90.89.118:80, 192.168.10.51:56019, 301:1:1, allow
07/03-18:49:54.063543, 10721937, TCP, raw, 1500, S2C, 108.168.172.162:80, 192.168.10.51:47872, 301:1:1, allow
07/03-18:49:54.378836, 10722095, TCP, raw, 1500, S2C, 23.194.109.177:80, 192.168.10.51:52494, 301:1:1, allow
07/03-18:49:56.992176, 10725144, TCP, raw, 1500, S2C, 209.48.71.168:80, 192.168.10.51:46039, 301:1:1, allow
07/03-18:55:29.379141, 10787196, TCP, raw, 1500, S2C, 104.76.110.117:80, 192.168.10.17:57406, 301:1:1, allow
07/03-18:55:29.386076, 10787225, TCP, raw, 1500, S2C, 104.76.110.117:80, 192.168.10.17:57405, 301:1:1, allow
07/03-18:58:01.614772, 10812855, TCP, raw, 40, C2S, 192.168.10.12:53896, 104.16.254.60:443, 301:1:1, allow
07/03-18:58:26.825494, 10816920, TCP, raw, 52, C2S, 192.168.10.17:41837, 194.232.104.141:80, 301:1:1, allow
07/03-18:58:28.821465, 10818751, TCP, raw, 238, C2S, 192.168.10.5:50949, 209.15.36.32:443, 301:1:1, allow
07/03-19:01:46.125690, 10865157, TCP, raw, 198, C2S, 192.168.10.5:51524, 34.224.224.70:443, 301:1:1, allow
07/03-19:14:58.327558, 10985408, TCP, raw, 1500, S2C, 93.184.216.16:80, 192.168.10.17:50085, 301:1:1, allow
07/03-19:23:35.126167, 11077340, TCP, raw, 40, C2S, 192.168.10.17:58762, 203.226.255.9:80, 301:1:1, allow
07/03-19:27:15.632474, 11111048, TCP, raw, 233, C2S, 192.168.10.9:6850, 185.49.84.172:443, 301:1:1, allow
07/03-19:27:36.757751, 11114448, TCP, raw, 40, C2S, 192.168.10.17:58983, 203.226.255.9:80, 301:1:1, allow
07/03-19:29:14.183014, 11139003, TCP, raw, 46, C2S, 192.168.10.25:62531, 63.251.109.83:443, 301:1:1, allow
07/03-19:43:48.783832, 11397134, TCP, raw, 1500, S2C, 93.184.216.116:80, 192.168.10.17:52499, 301:1:1, allow
07/03-19:44:40.486669, 11405108, TCP, raw, 40, C2S, 192.168.10.15:54696, 209.48.71.161:80, 301:1:1, allow
07/03-19:44:51.145275, 11420195, TCP, raw, 1500, S2C, 151.101.22.2:80, 192.168.10.25:64332, 301:1:1, allow
07/03-19:48:07.201927, 11477768, TCP, raw, 202, C2S, 192.168.10.19:58961, 23.111.9.32:443, 301:1:1, allow
07/03-19:48:12.403787, 11493231, TCP, raw, 166, C2S, 192.168.10.5:53235, 34.225.206.80:443, 301:2:1, allow
07/03-19:48:59.581378, 11503911, TCP, raw, 52, S2C, 23.50.75.27:80, 192.168.10.25:64630, 301:1:1, allow
07/03-19:49:05.541711, 11522627, TCP, raw, 52, S2C, 23.50.75.27:80, 192.168.10.25:64641, 301:1:1, allow
07/03-19:49:17.232442, 11532403, TCP, raw, 52, C2S, 192.168.10.12:44694, 194.232.104.149:80, 301:1:1, allow
07/03-19:50:21.741156, 11552693, TCP, raw, 1500, S2C, 192.83.254.182:80, 192.168.10.16:46502, 301:1:1, allow
07/03-19:51:57.916064, 11571859, TCP, raw, 1500, S2C, 8.27.240.253:80, 192.168.10.17:35496, 301:1:1, allow
07/03-19:57:06.160449, 11657957, TCP, raw, 1500, S2C, 23.15.4.9:80, 192.168.10.19:36870, 301:1:1, allow
07/03-19:57:06.167289, 11657988, TCP, raw, 1500, S2C, 23.15.4.9:80, 192.168.10.19:36871, 301:1:1, allow
07/03-19:57:06.178215, 11658008, TCP, raw, 1500, S2C, 23.15.4.9:80, 192.168.10.19:36874, 301:1:1, allow
07/03-19:57:07.596792, 11659413, TCP, raw, 40, S2C, 195.142.105.13:80, 192.168.10.19:38130, 301:1:1, allow
07/03-19:57:12.052350, 11661302, TCP, raw, 1500, S2C, 192.99.19.8:80, 192.168.10.19:54864, 301:1:1, allow
07/03-20:00:13.546916, 11691943, TCP, raw, 1500, S2C, 23.99.206.151:80, 192.168.10.19:45155, 301:1:1, allow
07/03-20:01:02.595319, 11707517, TCP, raw, 52, C2S, 192.168.10.16:36708, 202.123.106.106:80, 301:1:1, allow
07/03-20:01:02.595679, 11707520, TCP, raw, 52, C2S, 192.168.10.16:36706, 202.123.106.106:80, 301:1:1, allow
07/03-20:01:02.858081, 11707551, TCP, raw, 52, C2S, 192.168.10.16:36710, 202.123.106.106:80, 301:1:1, allow
07/05-11:51:12.080139, 1415179, TCP, raw, 190, C2S, 192.168.10.8:49368, 209.15.36.34:443, 301:2:1, allow
07/05-11:51:22.282309, 1472520, TCP, raw, 423, C2S, 192.168.10.9:14168, 87.98.133.108:443, 301:1:1, allow
07/05-11:52:38.003055, 1814775, TCP, raw, 40, S2C, 23.65.11.27:80, 192.168.10.8:49388, 301:1:1, allow
07/05-11:52:47.507975, 1849122, TCP, raw, 40, S2C, 23.15.4.10:80, 192.168.10.15:49559, 301:1:1, allow
07/05-11:52:56.545855, 1880409, TCP, raw, 40, C2S, 192.168.10.8:49387, 23.65.11.27:80, 301:1:1, allow
07/05-11:53:58.074332, 2104146, TCP, raw, 190, C2S, 192.168.10.5:49647, 209.15.36.34:443, 301:1:1, allow
07/05-11:55:25.629623, 2469799, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.25:49210, 301:1:1, allow
07/05-11:55:25.638743, 2469891, TCP, raw, 52, C2S, 192.168.10.25:49212, 23.15.4.17:80, 301:1:1, allow
07/05-11:55:25.885620, 2471296, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.25:49215, 301:1:1, allow
07/05-11:55:25.885756, 2471298, TCP, raw, 52, C2S, 192.168.10.25:49216, 23.15.4.16:80, 301:1:1, allow
07/05-11:55:25.903986, 2471457, TCP, raw, 52, C2S, 192.168.10.25:49217, 23.15.4.17:80, 301:1:1, allow
07/05-11:55:25.907707, 2471496, TCP, raw, 52, C2S, 192.168.10.25:49220, 23.15.4.17:80, 301:1:1, allow
07/05-11:55:25.909444, 2471514, TCP, raw, 52, C2S, 192.168.10.25:49221, 23.15.4.17:80, 301:1:1, allow
07/05-11:55:25.912200, 2471549, TCP, raw, 52, C2S, 192.168.10.25:49223, 23.15.4.16:80, 301:1:1, allow
07/05-11:55:25.914261, 2471575, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.25:49222, 301:1:1, allow
07/05-11:55:25.956495, 2471856, TCP, raw, 52, C2S, 192.168.10.25:49226, 23.15.4.17:80, 301:2:1, allow
07/05-11:55:25.962049, 2471912, TCP, raw, 52, C2S, 192.168.10.25:49227, 23.15.4.17:80, 301:2:1, allow
07/05-11:55:25.962994, 2471923, TCP, raw, 1500, S2C, 23.15.4.17:80, 192.168.10.25:49229, 301:2:1, allow
07/05-11:55:25.972032, 2472004, TCP, raw, 52, C2S, 192.168.10.25:49228, 23.15.4.17:80, 301:2:1, allow
07/05-11:58:38.789399, 3259477, TCP, raw, 52, S2C, 104.244.43.144:80, 192.168.10.25:49285, 301:1:1, allow
07/05-11:58:41.154440, 3270195, TCP, raw, 52, C2S, 192.168.10.25:49319, 23.15.4.16:80, 301:2:1, allow
07/05-11:58:41.161030, 3270244, TCP, raw, 52, C2S, 192.168.10.25:49318, 23.15.4.16:80, 301:2:1, allow
07/05-11:58:41.288898, 3271314, TCP, raw, 52, C2S, 192.168.10.25:49343, 23.15.4.16:80, 301:2:1, allow
07/05-12:02:10.948417, 4110366, TCP, raw, 1500, S2C, 151.101.0.249:80, 192.168.10.25:49748, 301:1:1, allow
07/05-12:03:21.167033, 4405461, TCP, raw, 1500, S2C, 195.248.250.109:80, 192.168.10.12:49698, 301:1:1, allow
07/05-12:03:21.300029, 4405618, TCP, raw, 1500, S2C, 151.101.0.175:80, 192.168.10.12:40380, 301:1:1, allow
07/05-12:03:21.997513, 4408547, TCP, raw, 52, C2S, 192.168.10.12:42920, 184.29.128.170:80, 301:2:1, allow
07/05-12:03:22.523887, 4411508, TCP, raw, 1500, S2C, 184.84.243.202:80, 192.168.10.12:44614, 301:2:1, allow
07/05-12:03:22.717734, 4412599, TCP, raw, 1500, S2C, 195.248.250.150:80, 192.168.10.12:52070, 301:2:1, allow
07/05-12:03:22.718962, 4412615, TCP, raw, 1500, S2C, 195.248.250.150:80, 192.168.10.12:52068, 301:2:1, allow
07/05-12:03:22.719766, 4412624, TCP, raw, 1500, S2C, 195.248.250.150:80, 192.168.10.12:52076, 301:2:1, allow
07/05-12:03:22.720994, 4412644, TCP, raw, 1500, S2C, 195.248.250.150:80, 192.168.10.12:52072, 301:2:1, allow
07/05-12:03:22.721225, 4412649, TCP, raw, 1500, S2C, 195.248.250.150:80, 192.168.10.12:52074, 301:2:1, allow
07/05-12:03:22.783232, 4413103, TCP, raw, 1500, S2C, 195.248.250.150:80, 192.168.10.12:52080, 301:2:1, allow
07/05-12:03:22.959942, 4414382, TCP, raw, 1500, S2C, 195.248.250.109:80, 192.168.10.12:49822, 301:2:1, allow
07/05-12:03:22.960990, 4414394, TCP, raw, 1500, S2C, 195.248.250.109:80, 192.168.10.12:49826, 301:2:1, allow
07/05-12:03:22.961970, 4414410, TCP, raw, 1500, S2C, 195.248.250.109:80, 192.168.10.12:49824, 301:2:1, allow
07/05-12:03:25.754643, 4427765, TCP, raw, 1500, S2C, 52.84.88.86:80, 192.168.10.12:40610, 301:2:1, allow
07/05-12:07:05.757849, 4867417, TCP, raw, 241, C2S, 192.168.10.15:49722, 111.93.223.135:443, 301:1:1, allow
07/05-12:07:27.458277, 4873876, TCP, raw, 41, C2S, 192.168.10.15:49723, 111.93.223.135:443, 301:1:1, allow
07/05-12:07:27.740292, 4873894, TCP, raw, 41, C2S, 192.168.10.15:49724, 111.93.223.135:443, 301:1:1, allow
07/05-12:07:48.014635, 4877745, TCP, raw, 41, C2S, 192.168.10.15:49725, 111.93.223.135:443, 301:1:1, allow
07/05-12:07:48.257611, 4877819, TCP, raw, 41, C2S, 192.168.10.15:49726, 111.93.223.135:443, 301:1:1, allow
07/05-12:08:08.523989, 4879537, TCP, raw, 41, C2S, 192.168.10.15:49728, 111.93.223.135:443, 301:1:1, allow
07/05-12:08:08.774970, 4880580, TCP, raw, 41, C2S, 192.168.10.15:49729, 111.93.223.135:443, 301:1:1, allow
07/05-12:08:29.110150, 4933426, TCP, raw, 41, C2S, 192.168.10.15:49732, 111.93.223.135:443, 301:1:1, allow
07/05-12:08:29.328898, 4934966, TCP, raw, 41, C2S, 192.168.10.15:49733, 111.93.223.135:443, 301:1:1, allow
07/05-12:08:49.610380, 5072487, TCP, raw, 41, C2S, 192.168.10.15:49734, 111.93.223.135:443, 301:1:1, allow
07/05-12:08:49.891615, 5074145, TCP, raw, 41, C2S, 192.168.10.15:49735, 111.93.223.135:443, 301:1:1, allow
07/05-12:09:10.204333, 5155775, TCP, raw, 41, C2S, 192.168.10.15:49736, 111.93.223.135:443, 301:1:1, allow
07/05-12:09:10.454341, 5155788, TCP, raw, 41, C2S, 192.168.10.15:49737, 111.93.223.135:443, 301:1:1, allow
07/05-12:09:27.241614, 5156723, TCP, raw, 1500, S2C, 23.194.182.143:80, 192.168.10.12:51298, 301:1:1, allow
07/05-12:09:27.243656, 5156750, TCP, raw, 1500, S2C, 23.194.182.143:80, 192.168.10.12:51296, 301:1:1, allow
07/05-12:09:27.248170, 5156779, TCP, raw, 1500, S2C, 23.194.182.143:80, 192.168.10.12:51292, 301:1:1, allow
07/05-12:09:30.067244, 5159136, TCP, raw, 1500, S2C, 52.84.88.86:80, 192.168.10.12:41036, 301:1:1, allow
07/05-12:09:30.751430, 5159339, TCP, raw, 41, C2S, 192.168.10.15:49739, 111.93.223.135:443, 301:1:1, allow
07/05-12:09:31.001433, 5159664, TCP, raw, 41, C2S, 192.168.10.15:49740, 111.93.223.135:443, 301:1:1, allow
07/05-12:09:51.361038, 5163400, TCP, raw, 41, C2S, 192.168.10.15:49743, 111.93.223.135:443, 301:1:1, allow
07/05-12:09:51.673529, 5163463, TCP, raw, 41, C2S, 192.168.10.15:49744, 111.93.223.135:443, 301:1:1, allow
07/05-12:10:11.986254, 5167661, TCP, raw, 41, C2S, 192.168.10.15:49745, 111.93.223.135:443, 301:1:1, allow
07/05-12:10:12.236269, 5167676, TCP, raw, 41, C2S, 192.168.10.15:49746, 111.93.223.135:443, 301:1:1, allow
07/05-12:13:46.203372, 5557056, TCP, raw, 166, C2S, 192.168.10.5:49875, 54.209.201.101:443, 301:2:1, allow
07/05-12:13:46.208214, 5557059, TCP, raw, 166, C2S, 192.168.10.5:49878, 54.209.201.101:443, 301:2:1, allow
07/05-12:13:47.560330, 5558014, TCP, raw, 166, C2S, 192.168.10.5:49904, 54.209.247.112:443, 301:2:1, allow
07/05-12:13:47.565492, 5558016, TCP, raw, 166, C2S, 192.168.10.5:49905, 54.209.247.112:443, 301:2:1, allow
07/05-12:14:24.693776, 5569233, TCP, raw, 40, C2S, 192.168.10.9:14975, 104.19.192.102:80, 301:1:1, allow
07/05-12:14:33.572707, 5577995, TCP, raw, 40, C2S, 192.168.10.9:15128, 104.193.88.102:80, 301:2:1, allow
07/05-12:14:33.717068, 5578050, TCP, raw, 40, C2S, 192.168.10.9:15133, 104.193.88.102:80, 301:2:1, allow
07/05-12:17:09.403196, 5616452, TCP, raw, 202, C2S, 192.168.10.19:41605, 198.232.124.194:443, 301:1:1, allow
07/05-12:26:09.794714, 5706324, TCP, raw, 1500, S2C, 184.154.69.154:80, 192.168.10.19:39782, 301:1:1, allow
07/05-12:26:09.795612, 5706334, TCP, raw, 1500, S2C, 184.154.69.154:80, 192.168.10.19:39783, 301:1:1, allow
07/05-12:26:09.796392, 5706343, TCP, raw, 1500, S2C, 173.236.52.27:80, 192.168.10.19:42736, 301:1:1, allow
07/05-12:26:09.797073, 5706348, TCP, raw, 1500, S2C, 173.236.52.27:80, 192.168.10.19:42738, 301:1:1, allow
07/05-12:26:10.893139, 5707415, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.19:55647, 301:1:1, allow
07/05-12:26:10.899979, 5707434, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.19:55648, 301:1:1, allow
07/05-12:26:10.910869, 5707447, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.19:55649, 301:1:1, allow
07/05-12:26:10.920026, 5707476, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.19:55650, 301:1:1, allow
07/05-12:26:10.930489, 5707500, TCP, raw, 1500, S2C, 96.127.174.18:80, 192.168.10.19:55651, 301:1:1, allow
07/05-12:26:22.216013, 5711374, TCP, raw, 52, S2C, 185.147.176.24:80, 192.168.10.19:49747, 301:2:1, allow
07/05-12:27:11.571350, 5713851, TCP, raw, 1500, S2C, 54.175.83.148:443, 192.168.10.15:50223, 301:1:1, allow
07/05-12:29:59.735075, 5736551, TCP, raw, 342, C2S, 192.168.10.8:49864, 188.165.145.88:80, 301:1:1, allow
07/05-12:30:00.374965, 5739118, TCP, raw, 1477, S2C, 74.217.63.56:80, 192.168.10.8:49892, 301:1:1, allow
07/05-12:39:56.697235, 5845106, TCP, raw, 52, C2S, 192.168.10.16:58140, 46.166.188.35:80, 301:1:1, allow
07/05-12:39:57.191669, 5846586, TCP, raw, 1500, S2C, 185.73.223.2:80, 192.168.10.16:50520, 301:1:1, allow
07/05-12:39:57.879935, 5848932, TCP, raw, 1500, S2C, 185.73.223.2:80, 192.168.10.16:50560, 301:1:1, allow
07/05-12:40:43.218304, 5870349, TCP, raw, 40, S2C, 74.217.63.22:443, 192.168.10.5:50300, 301:2:1, allow
07/05-12:43:41.222943, 5893717, TCP, raw, 40, C2S, 192.168.10.17:46480, 104.16.52.4:80, 301:2:1, allow
07/05-12:44:22.230301, 5897918, TCP, raw, 52, C2S, 192.168.10.8:50926, 178.63.46.205:443, 306:1:0, allow
07/05-12:45:43.933549, 5906483, TCP, raw, 1500, S2C, 192.99.233.197:80, 192.168.10.51:43555, 301:1:1, allow
07/05-12:45:45.069229, 5908026, TCP, raw, 1500, S2C, 204.11.109.76:80, 192.168.10.51:57487, 301:1:1, allow
07/05-12:45:45.086807, 5908034, TCP, raw, 1500, S2C, 204.11.109.76:80, 192.168.10.51:57489, 301:1:1, allow
07/05-12:45:53.207566, 5913349, TCP, raw, 771, C2S, 192.168.10.12:37140, 46.51.251.34:443, 301:1:1, allow
07/05-12:47:01.313147, 5925022, TCP, raw, 1500, S2C, 23.208.80.45:80, 192.168.10.17:56856, 301:1:1, allow
07/05-12:47:01.316430, 5925046, TCP, raw, 1500, S2C, 23.208.80.45:80, 192.168.10.17:56857, 301:1:1, allow
07/05-12:47:01.321304, 5925058, TCP, raw, 1500, S2C, 23.208.80.45:80, 192.168.10.17:56858, 301:1:1, allow
07/05-12:47:01.551322, 5925691, TCP, raw, 1500, S2C, 23.194.140.29:80, 192.168.10.17:59529, 301:1:1, allow
07/05-12:47:01.552102, 5925702, TCP, raw, 1500, S2C, 23.194.140.29:80, 192.168.10.17:59530, 301:1:1, allow
07/05-12:47:01.709400, 5926369, TCP, raw, 1500, S2C, 23.15.4.16:80, 192.168.10.17:42183, 301:1:1, allow
07/05-12:48:46.233455, 5946693, TCP, raw, 60, C2S, 172.16.0.1:53478, 192.168.10.50:80, 307:1:0, allow
07/05-12:48:46.773968, 5947420, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:53426, 301:2:1, allow
07/05-12:48:46.774033, 5947422, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:53428, 301:2:1, allow
07/05-12:48:46.774130, 5947424, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:53432, 301:2:1, allow
07/05-12:48:46.774176, 5947426, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:53430, 301:2:1, allow
07/05-12:48:46.774240, 5947428, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:53434, 301:2:1, allow
07/05-12:48:46.774289, 5947430, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:53436, 301:2:1, allow
07/05-12:48:46.774299, 5947432, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:53438, 301:2:1, allow
07/05-12:48:46.774394, 5947434, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:53440, 301:2:1, allow
07/05-12:48:46.774440, 5947436, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:53442, 301:2:1, allow
07/05-12:48:46.774497, 5947438, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:53444, 301:2:1, allow
07/05-12:48:46.774503, 5947441, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:53446, 301:2:1, allow
