07/05-11:42:57.616982, 2958, UDP, raw, 151, C2S, fe80::6d07:ea13:6f73:ed41:546, ff02::1:2:547, 301:1:1, allow
07/05-12:48:54.573953, 5948769, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53860, 301:1:1, allow
07/05-12:48:54.574525, 5948781, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53864, 301:1:1, allow
07/05-12:48:54.574599, 5948784, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53866, 301:1:1, allow
07/05-12:48:54.575076, 5948792, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53868, 301:1:1, allow
07/05-12:48:54.575138, 5948795, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53870, 301:1:1, allow
07/05-12:48:54.575562, 5948800, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53872, 301:1:1, allow
07/05-12:48:54.575826, 5948806, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53874, 301:1:1, allow
07/05-12:48:54.576053, 5948809, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53876, 301:1:1, allow
07/05-12:48:54.576859, 5948821, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53880, 301:1:1, allow
07/05-12:48:54.576933, 5948825, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53882, 301:1:1, allow
07/05-12:48:54.577132, 5948829, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53884, 301:1:1, allow
07/05-12:48:54.577705, 5948838, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53886, 301:1:1, allow
07/05-12:48:54.577744, 5948840, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53888, 301:1:1, allow
07/05-12:48:54.577963, 5948844, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53890, 301:1:1, allow
07/05-12:48:54.578525, 5948849, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53892, 301:1:1, allow
07/05-12:48:54.578796, 5948859, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53896, 301:1:1, allow
07/05-12:48:54.579081, 5948864, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53898, 301:1:1, allow
07/05-12:48:54.579650, 5948875, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53900, 301:1:1, allow
07/05-12:48:54.579767, 5948881, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53904, 301:1:1, allow
07/05-12:48:54.579824, 5948883, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53906, 301:1:1, allow
07/05-12:48:54.580424, 5948896, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53908, 301:1:1, allow
07/05-12:48:54.580638, 5948901, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53910, 301:1:1, allow
07/05-12:48:54.580748, 5948906, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53912, 301:1:1, allow
07/05-12:48:54.580759, 5948907, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53914, 301:1:1, allow
07/05-12:48:54.581256, 5948918, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53916, 301:1:1, allow
07/05-12:48:54.581711, 5948930, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53922, 301:1:1, allow
07/05-12:48:54.581887, 5948934, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53924, 301:1:1, allow
07/05-12:48:54.581945, 5948937, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53926, 301:1:1, allow
07/05-12:48:54.582466, 5948945, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53928, 301:1:1, allow
07/05-12:48:54.582651, 5948949, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53930, 301:1:1, allow
07/05-12:48:54.582941, 5948955, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53932, 301:1:1, allow
07/05-12:48:54.583477, 5948969, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53938, 301:1:1, allow
07/05-12:48:54.583741, 5948973, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53940, 301:1:1, allow
07/05-12:48:54.584202, 5948985, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53944, 301:1:1, allow
07/05-12:48:54.584251, 5948988, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53946, 301:1:1, allow
07/05-12:48:54.584445, 5948992, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53948, 301:1:1, allow
07/05-12:48:54.584722, 5948998, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53950, 301:1:1, allow
07/05-12:48:54.584972, 5949004, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53952, 301:1:1, allow
07/05-12:48:54.585465, 5949014, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53956, 301:1:1, allow
07/05-12:48:54.585529, 5949018, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53958, 301:1:1, allow
07/05-12:48:54.585678, 5949022, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53960, 301:1:1, allow
07/05-12:48:54.585989, 5949027, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53962, 301:1:1, allow
07/05-12:48:54.585994, 5949029, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53964, 301:1:1, allow
07/05-12:48:54.586444, 5949036, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53966, 301:1:1, allow
07/05-12:48:54.586492, 5949040, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53968, 301:1:1, allow
07/05-12:48:54.586587, 5949046, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53970, 301:1:1, allow
07/05-12:48:54.586962, 5949052, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53972, 301:1:1, allow
07/05-12:48:54.587204, 5949058, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53974, 301:1:1, allow
07/05-12:48:54.587283, 5949061, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53976, 301:1:1, allow
07/05-12:48:54.587491, 5949066, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53978, 301:1:1, allow
07/05-12:48:54.587678, 5949070, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53980, 301:1:1, allow
07/05-12:48:54.588262, 5949079, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53982, 301:1:1, allow
07/05-12:48:54.588339, 5949083, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53984, 301:1:1, allow
07/05-12:48:54.588394, 5949086, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53986, 301:1:1, allow
07/05-12:48:54.588584, 5949090, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53988, 301:1:1, allow
07/05-12:48:54.588828, 5949097, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53990, 301:1:1, allow
07/05-12:48:54.589063, 5949101, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53992, 301:1:1, allow
07/05-12:48:54.589359, 5949106, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53994, 301:1:1, allow
07/05-12:48:54.590393, 5949118, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53996, 301:1:1, allow
07/05-12:48:54.590407, 5949120, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:53998, 301:1:1, allow
07/05-12:48:54.590437, 5949121, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54000, 301:1:1, allow
07/05-12:48:54.590609, 5949125, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54002, 301:1:1, allow
07/05-12:48:54.591104, 5949134, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54004, 301:1:1, allow
07/05-12:48:54.591633, 5949141, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54006, 301:1:1, allow
07/05-12:48:54.591699, 5949142, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54008, 301:1:1, allow
07/05-12:48:54.591902, 5949146, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54010, 301:1:1, allow
07/05-12:48:55.632728, 5949339, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54050, 301:1:1, allow
07/05-12:48:59.597064, 5949772, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54062, 301:1:1, allow
07/05-12:49:03.600606, 5950173, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54138, 301:1:1, allow
07/05-12:49:07.600325, 5952447, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54186, 301:1:1, allow
07/05-12:49:08.600454, 5954156, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54190, 301:1:1, allow
07/05-12:49:08.601394, 5954161, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54192, 301:1:1, allow
07/05-12:49:08.602329, 5954166, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54194, 301:1:1, allow
07/05-12:49:08.603234, 5954171, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54196, 301:1:1, allow
07/05-12:49:09.603658, 5955807, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54202, 301:1:1, allow
07/05-12:49:09.603969, 5955811, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54204, 301:1:1, allow
07/05-12:49:09.604501, 5955819, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54206, 301:1:1, allow
07/05-12:49:09.604707, 5955824, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54208, 301:1:1, allow
07/05-12:49:09.605450, 5955832, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54210, 301:1:1, allow
07/05-12:49:09.606394, 5955841, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54214, 301:1:1, allow
07/05-12:49:09.606524, 5955846, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54216, 301:1:1, allow
07/05-12:49:09.607282, 5955854, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54218, 301:1:1, allow
07/05-12:49:09.607330, 5955857, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54220, 301:1:1, allow
07/05-12:49:09.609038, 5955864, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54222, 301:1:1, allow
07/05-12:49:09.609094, 5955867, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54224, 301:1:1, allow
07/05-12:49:09.609263, 5955872, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54226, 301:1:1, allow
07/05-12:49:09.610030, 5955881, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54228, 301:1:1, allow
07/05-12:49:09.610091, 5955883, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54230, 301:1:1, allow
07/05-12:49:10.608336, 5956582, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54264, 301:1:1, allow
07/05-12:49:10.608684, 5956587, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54266, 301:1:1, allow
07/05-12:49:10.609161, 5956593, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54270, 301:1:1, allow
07/05-12:49:10.609209, 5956595, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54268, 301:1:1, allow
07/05-12:49:10.609596, 5956601, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54272, 301:1:1, allow
07/05-12:49:10.609784, 5956605, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54274, 301:1:1, allow
07/05-12:49:10.610057, 5956611, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54276, 301:1:1, allow
07/05-12:49:10.610304, 5956616, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54278, 301:1:1, allow
07/05-12:49:10.610820, 5956623, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54280, 301:1:1, allow
07/05-12:49:10.610865, 5956626, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54282, 301:1:1, allow
07/05-12:49:10.611301, 5956633, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54284, 301:1:1, allow
07/05-12:49:10.611548, 5956638, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54286, 301:1:1, allow
07/05-12:49:10.611866, 5956643, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54288, 301:1:1, allow
07/05-12:49:10.612359, 5956654, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54292, 301:1:1, allow
07/05-12:49:10.612595, 5956660, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54294, 301:1:1, allow
07/05-12:49:10.612848, 5956665, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54296, 301:1:1, allow
07/05-12:49:10.612895, 5956668, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54298, 301:1:1, allow
07/05-12:49:10.613118, 5956674, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54300, 301:1:1, allow
07/05-12:49:10.613374, 5956679, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54302, 301:1:1, allow
07/05-12:49:10.613839, 5956689, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54306, 301:1:1, allow
07/05-12:49:10.614123, 5956695, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54308, 301:1:1, allow
07/05-12:49:10.614161, 5956698, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54310, 301:1:1, allow
07/05-12:49:10.614367, 5956704, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54312, 301:1:1, allow
07/05-12:49:10.614881, 5956715, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54316, 301:1:1, allow
07/05-12:49:10.615127, 5956720, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54318, 301:1:1, allow
07/05-12:49:11.616560, 5957248, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54342, 301:1:1, allow
07/05-12:49:11.616850, 5957253, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54344, 301:1:1, allow
07/05-12:49:11.617115, 5957259, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54346, 301:1:1, allow
07/05-12:49:11.617351, 5957261, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54348, 301:1:1, allow
07/05-12:49:11.617607, 5957267, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54350, 301:1:1, allow
07/05-12:49:11.617695, 5957271, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54352, 301:1:1, allow
07/05-12:49:11.617834, 5957275, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54354, 301:1:1, allow
07/05-12:49:11.618462, 5957283, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54356, 301:1:1, allow
07/05-12:49:11.618625, 5957287, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54358, 301:1:1, allow
07/05-12:49:11.619037, 5957293, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54360, 301:1:1, allow
07/05-12:49:11.619058, 5957296, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54362, 301:1:1, allow
07/05-12:49:11.619227, 5957301, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54364, 301:1:1, allow
07/05-12:49:11.619525, 5957307, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54366, 301:1:1, allow
07/05-12:49:11.620079, 5957319, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54370, 301:1:1, allow
07/05-12:49:11.620557, 5957329, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54374, 301:1:1, allow
07/05-12:49:11.620587, 5957331, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54376, 301:1:1, allow
07/05-12:49:11.621432, 5957340, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54378, 301:1:1, allow
07/05-12:49:11.621751, 5957345, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54380, 301:1:1, allow
07/05-12:49:11.621764, 5957346, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54382, 301:1:1, allow
07/05-12:49:11.639251, 5957364, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54386, 301:1:1, allow
07/05-12:49:11.639574, 5957368, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54388, 301:1:1, allow
07/05-12:49:11.639582, 5957369, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54392, 301:1:1, allow
07/05-12:49:11.639592, 5957370, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54390, 301:1:1, allow
07/05-12:49:11.640395, 5957382, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54394, 301:1:1, allow
07/05-12:49:12.624646, 5957676, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54404, 301:1:1, allow
07/05-12:49:12.625597, 5957681, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54406, 301:1:1, allow
07/05-12:49:12.626565, 5957686, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54408, 301:1:1, allow
07/05-12:49:12.627562, 5957691, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54410, 301:1:1, allow
07/05-12:49:12.628500, 5957696, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54412, 301:1:1, allow
07/05-12:49:12.629498, 5957701, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54414, 301:1:1, allow
07/05-12:49:12.630411, 5957706, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54416, 301:1:1, allow
07/05-12:49:12.631384, 5957713, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54418, 301:1:1, allow
07/05-12:49:12.632195, 5957719, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54420, 301:1:1, allow
07/05-12:49:12.632378, 5957723, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54422, 301:1:1, allow
07/05-12:49:12.633221, 5957732, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54424, 301:1:1, allow
07/05-12:49:12.633256, 5957733, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54426, 301:1:1, allow
07/05-12:49:12.634026, 5957739, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54428, 301:1:1, allow
07/05-12:49:12.634394, 5957743, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54430, 301:1:1, allow
07/05-12:49:12.634892, 5957749, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54432, 301:1:1, allow
07/05-12:49:12.635196, 5957753, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54434, 301:1:1, allow
07/05-12:49:12.635801, 5957759, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54436, 301:1:1, allow
07/05-12:49:12.636736, 5957766, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54438, 301:1:1, allow
07/05-12:49:12.636807, 5957768, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54440, 301:1:1, allow
07/05-12:49:12.637719, 5957774, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54442, 301:1:1, allow
07/05-12:49:12.638314, 5957779, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54444, 301:1:1, allow
07/05-12:49:12.638573, 5957783, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54446, 301:1:1, allow
07/05-12:49:12.639420, 5957795, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54448, 301:1:1, allow
07/05-12:49:12.639551, 5957799, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54450, 301:1:1, allow
07/05-12:49:12.640118, 5957808, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54452, 301:1:1, allow
07/05-12:49:12.640412, 5957813, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54454, 301:1:1, allow
07/05-12:49:12.640495, 5957816, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54456, 301:1:1, allow
07/05-12:49:12.640920, 5957823, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54458, 301:1:1, allow
07/05-12:49:13.640582, 5957943, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54476, 301:1:1, allow
07/05-12:49:13.640854, 5957947, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54478, 301:1:1, allow
07/05-12:49:14.675136, 5958017, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54496, 301:1:1, allow
07/05-12:49:15.696452, 5958088, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54518, 301:1:1, allow
07/05-12:49:18.643740, 5958332, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54530, 301:1:1, allow
07/05-12:49:18.643755, 5958333, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54532, 301:1:1, allow
07/05-12:49:18.644075, 5958336, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54534, 301:1:1, allow
07/05-12:49:18.644112, 5958338, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54536, 301:1:1, allow
07/05-12:49:20.716147, 5958623, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54576, 301:1:1, allow
07/05-12:49:46.662857, 5979213, TCP, raw, 60, C2S, 172.16.0.1:54798, 192.168.10.50:80, 303:1:0, allow
07/05-12:49:59.786391, 5983081, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:54924, 301:1:1, allow
07/05-12:50:46.714222, 5993064, TCP, raw, 60, C2S, 172.16.0.1:55288, 192.168.10.50:80, 303:1:0, allow
07/05-12:50:53.535526, 5997902, UDP, raw, 86, C2S, 192.168.10.5:63926, 192.168.10.3:53, 301:1:1, allow
07/05-12:50:53.536033, 5997907, UDP, raw, 86, C2S, 192.168.10.5:54186, 192.168.10.3:53, 301:1:1, allow
07/05-12:51:06.791714, 6003170, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55458, 301:1:1, allow
07/05-12:51:08.859424, 6003352, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55480, 301:1:1, allow
07/05-12:51:10.768857, 6003600, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55486, 301:1:1, allow
07/05-12:51:11.795361, 6003680, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55500, 301:1:1, allow
07/05-12:51:13.866922, 6003869, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55522, 301:1:1, allow
07/05-12:51:16.806907, 6004065, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55542, 301:1:1, allow
07/05-12:51:17.830294, 6004147, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55548, 301:1:1, allow
07/05-12:51:18.456595, 6004196, UDP, raw, 151, C2S, fe80::3c60:fc97:3f94:ac8f:546, ff02::1:2:547, 301:1:1, allow
07/05-12:51:18.871298, 6004245, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55566, 301:1:1, allow
07/05-12:51:21.818006, 6004589, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55584, 301:1:1, allow
07/05-12:51:22.834266, 6004711, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55590, 301:1:1, allow
07/05-12:51:23.874964, 6004836, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55612, 301:1:1, allow
07/05-12:51:25.785361, 6005131, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55618, 301:1:1, allow
07/05-12:51:26.792274, 6005259, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55626, 301:1:1, allow
07/05-12:51:29.879062, 6005512, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55658, 301:1:1, allow
07/05-12:51:31.670842, 6005642, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55664, 301:1:1, allow
07/05-12:51:32.798861, 6005747, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55670, 301:1:1, allow
07/05-12:51:33.842005, 6005858, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55684, 301:1:1, allow
07/05-12:51:41.679509, 6006540, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55726, 301:1:1, allow
07/05-12:51:45.813367, 6006896, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55756, 301:1:1, allow
07/05-12:51:46.769575, 6007002, TCP, raw, 60, C2S, 172.16.0.1:55746, 192.168.10.50:80, 303:1:0, allow
07/05-12:51:54.691711, 6012546, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55794, 301:1:1, allow
07/05-12:51:57.694584, 6013151, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55804, 301:1:1, allow
07/05-12:51:58.870556, 6013280, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55808, 301:1:1, allow
07/05-12:52:00.698710, 6013426, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55812, 301:1:1, allow
07/05-12:52:01.782283, 6013547, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55816, 301:1:1, allow
07/05-12:52:03.874811, 6013695, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55824, 301:1:1, allow
07/05-12:52:35.726372, 6022618, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55854, 301:1:1, allow
07/05-12:52:45.737226, 6023583, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55880, 301:1:1, allow
07/05-12:52:48.728968, 6023747, TCP, raw, 60, C2S, 172.16.0.1:55878, 192.168.10.50:80, 303:1:0, allow
07/05-12:53:03.746709, 6025068, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55918, 301:1:1, allow
07/05-12:53:05.055196, 6025128, UDP, raw, 151, C2S, fe80::6d07:ea13:6f73:ed41:546, ff02::1:2:547, 301:1:1, allow
07/05-12:53:06.748001, 6025244, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:55924, 301:1:1, allow
07/05-12:53:19.050113, 6026010, UDP, raw, 151, C2S, fe80::f470:cd16:3cf6:bd7b:546, ff02::1:2:547, 301:1:1, allow
